series_index,kemet_pn,ref_des,y_label,y_unit,x,y
0,C0805C106K3PACTU,,Capacitance Change,%,8,-58
0,C0805C106K3PACTU,,Capacitance Change,%,8.25,-59.2727
0,C0805C106K3PACTU,,Capacitance Change,%,8.5,-60.4706
0,C0805C106K3PACTU,,Capacitance Change,%,8.75,-61.6
0,C0805C106K3PACTU,,Capacitance Change,%,9,-62.6667
0,C0805C106K3PACTU,,Capacitance Change,%,9.25,-63.6757
0,C0805C106K3PACTU,,Capacitance Change,%,9.5,-64.6316
0,C0805C106K3PACTU,,Capacitance Change,%,9.75,-65.5385
0,C0805C106K3PACTU,,Capacitance Change,%,10,-66.4
0,C0805C106K3PACTU,,Capacitance Change,%,10.25,-67.2195
0,C0805C106K3PACTU,,Capacitance Change,%,10.5,-68
0,C0805C106K3PACTU,,Capacitance Change,%,10.75,-68.7442
0,C0805C106K3PACTU,,Capacitance Change,%,11,-69.4545
0,C0805C106K3PACTU,,Capacitance Change,%,11.25,-70.1333
0,C0805C106K3PACTU,,Capacitance Change,%,11.5,-70.7826
0,C0805C106K3PACTU,,Capacitance Change,%,11.75,-71.4043
0,C0805C106K3PACTU,,Capacitance Change,%,12,-72
0,C0805C106K3PACTU,,Capacitance Change,%,12.25,-72.5714
0,C0805C106K3PACTU,,Capacitance Change,%,12.5,-73.12
0,C0805C106K3PACTU,,Capacitance Change,%,12.75,-73.6471
0,C0805C106K3PACTU,,Capacitance Change,%,13,-74.1538
0,C0805C106K3PACTU,,Capacitance Change,%,13.25,-74.6415
0,C0805C106K3PACTU,,Capacitance Change,%,13.5,-75.1111
0,C0805C106K3PACTU,,Capacitance Change,%,13.75,-75.5636
0,C0805C106K3PACTU,,Capacitance Change,%,14,-76
0,C0805C106K3PACTU,,Capacitance Change,%,14.25,-76.4211
0,C0805C106K3PACTU,,Capacitance Change,%,14.5,-76.8276
0,C0805C106K3PACTU,,Capacitance Change,%,14.75,-77.2203
0,C0805C106K3PACTU,,Capacitance Change,%,15,-77.6
0,C0805C106K3PACTU,,Capacitance Change,%,15.25,-77.9672
0,C0805C106K3PACTU,,Capacitance Change,%,15.5,-78.3226
0,C0805C106K3PACTU,,Capacitance Change,%,15.75,-78.6667
0,C0805C106K3PACTU,,Capacitance Change,%,16,-79
0,C0805C106K3PACTU,,Capacitance Change,%,16.25,-79.3231
0,C0805C106K3PACTU,,Capacitance Change,%,16.5,-79.6364
0,C0805C106K3PACTU,,Capacitance Change,%,16.75,-79.9403
0,C0805C106K3PACTU,,Capacitance Change,%,17,-80.2353
0,C0805C106K3PACTU,,Capacitance Change,%,17.25,-80.5217
0,C0805C106K3PACTU,,Capacitance Change,%,17.5,-80.8
0,C0805C106K3PACTU,,Capacitance Change,%,17.75,-81.0704
0,C0805C106K3PACTU,,Capacitance Change,%,18,-81.3333
0,C0805C106K3PACTU,,Capacitance Change,%,18.25,-81.589
0,C0805C106K3PACTU,,Capacitance Change,%,18.5,-81.8378
0,C0805C106K3PACTU,,Capacitance Change,%,18.75,-82.08
0,C0805C106K3PACTU,,Capacitance Change,%,19,-82.3158
0,C0805C106K3PACTU,,Capacitance Change,%,19.25,-82.5455
0,C0805C106K3PACTU,,Capacitance Change,%,19.5,-82.7692
0,C0805C106K3PACTU,,Capacitance Change,%,19.75,-82.9873
0,C0805C106K3PACTU,,Capacitance Change,%,20,-83.2
0,C0805C106K3PACTU,,Capacitance Change,%,20.25,-83.4074
0,C0805C106K3PACTU,,Capacitance Change,%,20.5,-83.6098
0,C0805C106K3PACTU,,Capacitance Change,%,20.75,-83.8072
0,C0805C106K3PACTU,,Capacitance Change,%,21,-84
0,C0805C106K3PACTU,,Capacitance Change,%,21.25,-84.1882
0,C0805C106K3PACTU,,Capacitance Change,%,21.5,-84.3721
0,C0805C106K3PACTU,,Capacitance Change,%,21.75,-84.5517
0,C0805C106K3PACTU,,Capacitance Change,%,22,-84.7273
0,C0805C106K3PACTU,,Capacitance Change,%,22.25,-84.8989
0,C0805C106K3PACTU,,Capacitance Change,%,22.5,-85.0667
0,C0805C106K3PACTU,,Capacitance Change,%,22.75,-85.2308
0,C0805C106K3PACTU,,Capacitance Change,%,23,-85.3913
0,C0805C106K3PACTU,,Capacitance Change,%,23.25,-85.5484
0,C0805C106K3PACTU,,Capacitance Change,%,23.5,-85.7021
0,C0805C106K3PACTU,,Capacitance Change,%,23.75,-85.8526
0,C0805C106K3PACTU,,Capacitance Change,%,24,-86
0,C0805C106K3PACTU,,Capacitance Change,%,24.25,-86.1443
0,C0805C106K3PACTU,,Capacitance Change,%,24.5,-86.2857
0,C0805C106K3PACTU,,Capacitance Change,%,24.75,-86.4242
